,x,y,time,forager,type
110,18.0,15.0,111,13,communicators
111,20.0,13.0,112,13,communicators
112,23.0,13.0,113,13,communicators
113,26.0,13.0,114,13,communicators
114,27.0,15.0,115,13,communicators
115,28.0,15.0,116,13,communicators
116,28.0,14.0,117,13,communicators
117,30.0,12.0,118,13,communicators
118,28.0,10.0,119,13,communicators
119,0.0,0.0,120,13,communicators
0,9.0,28.0,1,14,communicators
1,7.0,26.0,2,14,communicators
2,5.0,24.0,3,14,communicators
3,5.0,21.0,4,14,communicators
4,5.0,18.0,5,14,communicators
5,3.0,16.0,6,14,communicators
6,3.0,13.0,7,14,communicators
7,3.0,10.0,8,14,communicators
8,3.0,7.0,9,14,communicators
9,5.0,5.0,10,14,communicators
10,7.0,3.0,11,14,communicators
11,8.0,1.0,12,14,communicators
12,7.0,1.0,13,14,communicators
13,7.0,0.0,14,14,communicators
14,8.0,0.0,15,14,communicators
15,6.0,2.0,16,14,communicators
16,5.0,2.0,17,14,communicators
17,6.0,3.0,18,14,communicators
18,5.0,3.0,19,14,communicators
19,8.0,3.0,20,14,communicators
20,11.0,3.0,21,14,communicators
21,14.0,3.0,22,14,communicators
22,15.0,5.0,23,14,communicators
23,16.0,4.0,24,14,communicators
24,19.0,4.0,25,14,communicators
25,22.0,4.0,26,14,communicators
26,25.0,4.0,27,14,communicators
27,27.0,2.0,28,14,communicators
28,30.0,2.0,29,14,communicators
29,31.0,2.0,30,14,communicators
30,31.0,1.0,31,14,communicators
31,30.0,1.0,32,14,communicators
32,30.0,1.0,33,14,communicators
33,30.0,4.0,34,14,communicators
34,32.0,6.0,35,14,communicators
35,33.0,8.0,36,14,communicators
36,32.0,9.0,37,14,communicators
37,33.0,9.0,38,14,communicators
38,30.0,9.0,39,14,communicators
39,27.0,9.0,40,14,communicators
40,26.0,10.0,41,14,communicators
41,26.0,9.0,42,14,communicators
42,27.0,10.0,43,14,communicators
43,28.0,8.0,44,14,communicators
44,31.0,8.0,45,14,communicators
45,28.0,8.0,46,14,communicators
46,30.0,9.0,47,14,communicators
47,28.0,11.0,48,14,communicators
48,25.0,11.0,49,14,communicators
49,23.0,13.0,50,14,communicators
50,20.0,13.0,51,14,communicators
51,17.0,13.0,52,14,communicators
52,15.0,15.0,53,14,communicators
53,15.0,12.0,54,14,communicators
54,17.0,14.0,55,14,communicators
55,19.0,16.0,56,14,communicators
56,21.0,18.0,57,14,communicators
57,21.0,19.0,58,14,communicators
58,22.0,18.0,59,14,communicators
59,22.0,19.0,60,14,communicators
60,24.0,20.0,61,14,communicators
61,26.0,20.0,62,14,communicators
62,26.0,23.0,63,14,communicators
63,26.0,26.0,64,14,communicators
64,26.0,27.0,65,14,communicators
65,25.0,27.0,66,14,communicators
66,25.0,28.0,67,14,communicators
67,26.0,28.0,68,14,communicators
68,24.0,29.0,69,14,communicators
69,22.0,30.0,70,14,communicators
70,20.0,30.0,71,14,communicators
71,20.0,33.0,72,14,communicators
72,18.0,32.0,73,14,communicators
73,17.0,34.0,74,14,communicators
74,17.0,31.0,75,14,communicators
75,17.0,34.0,76,14,communicators
76,19.0,32.0,77,14,communicators
77,19.0,34.0,78,14,communicators
78,18.0,34.0,79,14,communicators
79,18.0,31.0,80,14,communicators
80,21.0,31.0,81,14,communicators
81,18.0,31.0,82,14,communicators
82,16.0,29.0,83,14,communicators
83,14.0,27.0,84,14,communicators
84,12.0,25.0,85,14,communicators
85,11.0,23.0,86,14,communicators
86,11.0,23.0,87,14,communicators
87,10.0,24.0,88,14,communicators
88,11.0,24.0,89,14,communicators
89,10.0,23.0,90,14,communicators
90,9.0,22.0,91,14,communicators
91,8.0,21.0,92,14,communicators
92,10.0,22.0,93,14,communicators
93,8.0,20.0,94,14,communicators
94,7.0,22.0,95,14,communicators
95,5.0,23.0,96,14,communicators
96,6.0,24.0,97,14,communicators
97,8.0,25.0,98,14,communicators
98,7.0,23.0,99,14,communicators
99,8.0,25.0,100,14,communicators
100,10.0,27.0,101,14,communicators
101,9.0,26.0,102,14,communicators
102,9.0,23.0,103,14,communicators
103,8.0,21.0,104,14,communicators
104,10.0,19.0,105,14,communicators
105,12.0,17.0,106,14,communicators
106,14.0,15.0,107,14,communicators
107,16.0,13.0,108,14,communicators
108,18.0,11.0,109,14,communicators
109,19.0,12.0,110,14,communicators
110,20.0,12.0,111,14,communicators
111,20.0,11.0,112,14,communicators
112,23.0,11.0,113,14,communicators
113,25.0,13.0,114,14,communicators
114,27.0,15.0,115,14,communicators
115,28.0,15.0,116,14,communicators
116,28.0,14.0,117,14,communicators
117,29.0,14.0,118,14,communicators
118,30.0,12.0,119,14,communicators
119,0.0,0.0,120,14,communicators
0,33.0,3.0,1,15,communicators
1,30.0,3.0,2,15,communicators
2,28.0,4.0,3,15,communicators
3,27.0,4.0,4,15,communicators
4,27.0,4.0,5,15,communicators
5,28.0,5.0,6,15,communicators
6,27.0,5.0,7,15,communicators
7,28.0,4.0,8,15,communicators
8,27.0,2.0,9,15,communicators
9,25.0,4.0,10,15,communicators
10,22.0,4.0,11,15,communicators
11,19.0,4.0,12,15,communicators
12,16.0,4.0,13,15,communicators
13,13.0,4.0,14,15,communicators
14,11.0,2.0,15,15,communicators
15,8.0,2.0,16,15,communicators
16,5.0,2.0,17,15,communicators
17,6.0,3.0,18,15,communicators
18,5.0,3.0,19,15,communicators
19,8.0,3.0,20,15,communicators
20,11.0,3.0,21,15,communicators
21,14.0,3.0,22,15,communicators
22,15.0,5.0,23,15,communicators
23,16.0,4.0,24,15,communicators
24,19.0,4.0,25,15,communicators
25,22.0,4.0,26,15,communicators
26,25.0,4.0,27,15,communicators
27,27.0,2.0,28,15,communicators
28,30.0,2.0,29,15,communicators
29,31.0,2.0,30,15,communicators
30,31.0,1.0,31,15,communicators
31,30.0,1.0,32,15,communicators
32,28.0,0.0,33,15,communicators
33,28.0,0.0,34,15,communicators
34,30.0,2.0,35,15,communicators
35,32.0,4.0,36,15,communicators
36,32.0,7.0,37,15,communicators
37,33.0,9.0,38,15,communicators
38,30.0,9.0,39,15,communicators
39,27.0,9.0,40,15,communicators
40,26.0,10.0,41,15,communicators
41,26.0,9.0,42,15,communicators
42,27.0,10.0,43,15,communicators
43,25.0,11.0,44,15,communicators
44,22.0,11.0,45,15,communicators
45,22.0,13.0,46,15,communicators
46,21.0,14.0,47,15,communicators
47,18.0,14.0,48,15,communicators
48,16.0,16.0,49,15,communicators
49,16.0,16.0,50,15,communicators
50,16.0,15.0,51,15,communicators
51,15.0,15.0,52,15,communicators
52,15.0,16.0,53,15,communicators
53,16.0,15.0,54,15,communicators
54,18.0,17.0,55,15,communicators
55,21.0,17.0,56,15,communicators
56,22.0,19.0,57,15,communicators
57,21.0,19.0,58,15,communicators
58,22.0,18.0,59,15,communicators
59,23.0,17.0,60,15,communicators
60,24.0,15.0,61,15,communicators
61,23.0,14.0,62,15,communicators
62,23.0,17.0,63,15,communicators
63,23.0,20.0,64,15,communicators
64,23.0,23.0,65,15,communicators
65,25.0,25.0,66,15,communicators
66,25.0,28.0,67,15,communicators
67,26.0,28.0,68,15,communicators
68,25.0,26.0,69,15,communicators
69,24.0,27.0,70,15,communicators
70,25.0,28.0,71,15,communicators
71,22.0,28.0,72,15,communicators
72,21.0,29.0,73,15,communicators
73,21.0,31.0,74,15,communicators
74,20.0,31.0,75,15,communicators
75,22.0,32.0,76,15,communicators
76,21.0,31.0,77,15,communicators
77,21.0,30.0,78,15,communicators
78,20.0,31.0,79,15,communicators
79,18.0,33.0,80,15,communicators
80,17.0,33.0,81,15,communicators
81,15.0,32.0,82,15,communicators
82,13.0,30.0,83,15,communicators
83,13.0,27.0,84,15,communicators
84,11.0,25.0,85,15,communicators
85,11.0,23.0,86,15,communicators
86,11.0,23.0,87,15,communicators
87,10.0,24.0,88,15,communicators
88,11.0,24.0,89,15,communicators
89,10.0,23.0,90,15,communicators
90,8.0,21.0,91,15,communicators
91,8.0,19.0,92,15,communicators
92,8.0,20.0,93,15,communicators
93,9.0,20.0,94,15,communicators
94,8.0,20.0,95,15,communicators
95,8.0,19.0,96,15,communicators
96,9.0,17.0,97,15,communicators
97,8.0,19.0,98,15,communicators
98,10.0,17.0,99,15,communicators
99,11.0,19.0,100,15,communicators
100,9.0,18.0,101,15,communicators
101,9.0,17.0,102,15,communicators
102,7.0,16.0,103,15,communicators
103,7.0,16.0,104,15,communicators
104,10.0,16.0,105,15,communicators
105,12.0,14.0,106,15,communicators
106,15.0,14.0,107,15,communicators
107,17.0,12.0,108,15,communicators
108,19.0,11.0,109,15,communicators
109,19.0,12.0,110,15,communicators
110,20.0,12.0,111,15,communicators
111,20.0,11.0,112,15,communicators
112,23.0,11.0,113,15,communicators
113,25.0,13.0,114,15,communicators
114,27.0,15.0,115,15,communicators
115,28.0,15.0,116,15,communicators
116,28.0,14.0,117,15,communicators
117,27.0,16.0,118,15,communicators
118,29.0,17.0,119,15,communicators
119,0.0,0.0,120,15,communicators
