,x,y,time,forager,type
71,27.0,27.0,72,2,communicators
72,28.0,28.0,73,2,communicators
73,28.0,28.0,74,2,communicators
74,26.0,27.0,75,2,communicators
75,27.0,26.0,76,2,communicators
76,26.0,24.0,77,2,communicators
77,24.0,24.0,78,2,communicators
78,26.0,23.0,79,2,communicators
79,27.0,22.0,80,2,communicators
80,27.0,24.0,81,2,communicators
81,25.0,24.0,82,2,communicators
82,26.0,25.0,83,2,communicators
83,27.0,23.0,84,2,communicators
84,29.0,25.0,85,2,communicators
85,28.0,23.0,86,2,communicators
86,27.0,24.0,87,2,communicators
87,25.0,25.0,88,2,communicators
88,27.0,26.0,89,2,communicators
89,25.0,27.0,90,2,communicators
90,26.0,26.0,91,2,communicators
91,29.0,26.0,92,2,communicators
92,29.0,24.0,93,2,communicators
93,29.0,23.0,94,2,communicators
94,27.0,21.0,95,2,communicators
95,25.0,19.0,96,2,communicators
96,26.0,19.0,97,2,communicators
97,25.0,19.0,98,2,communicators
98,25.0,22.0,99,2,communicators
99,26.0,23.0,100,2,communicators
100,25.0,24.0,101,2,communicators
101,23.0,22.0,102,2,communicators
102,24.0,24.0,103,2,communicators
103,22.0,23.0,104,2,communicators
104,22.0,21.0,105,2,communicators
105,21.0,20.0,106,2,communicators
106,21.0,18.0,107,2,communicators
107,21.0,19.0,108,2,communicators
108,21.0,21.0,109,2,communicators
109,20.0,23.0,110,2,communicators
110,18.0,23.0,111,2,communicators
111,16.0,24.0,112,2,communicators
112,18.0,23.0,113,2,communicators
113,18.0,26.0,114,2,communicators
114,18.0,27.0,115,2,communicators
115,16.0,29.0,116,2,communicators
116,18.0,27.0,117,2,communicators
117,18.0,25.0,118,2,communicators
118,19.0,26.0,119,2,communicators
119,0.0,0.0,120,2,communicators
0,19.0,2.0,1,3,communicators
1,17.0,4.0,2,3,communicators
2,18.0,3.0,3,3,communicators
3,16.0,3.0,4,3,communicators
4,16.0,3.0,5,3,communicators
5,18.0,5.0,6,3,communicators
6,20.0,7.0,7,3,communicators
7,18.0,9.0,8,3,communicators
8,17.0,10.0,9,3,communicators
9,19.0,11.0,10,3,communicators
10,20.0,10.0,11,3,communicators
11,22.0,11.0,12,3,communicators
12,20.0,9.0,13,3,communicators
13,19.0,11.0,14,3,communicators
14,19.0,14.0,15,3,communicators
15,16.0,14.0,16,3,communicators
16,14.0,16.0,17,3,communicators
17,14.0,19.0,18,3,communicators
18,14.0,21.0,19,3,communicators
19,12.0,22.0,20,3,communicators
20,13.0,22.0,21,3,communicators
21,12.0,24.0,22,3,communicators
22,12.0,21.0,23,3,communicators
23,14.0,23.0,24,3,communicators
24,11.0,23.0,25,3,communicators
25,11.0,22.0,26,3,communicators
26,14.0,22.0,27,3,communicators
27,14.0,24.0,28,3,communicators
28,14.0,21.0,29,3,communicators
29,11.0,21.0,30,3,communicators
30,11.0,24.0,31,3,communicators
31,13.0,24.0,32,3,communicators
32,13.0,21.0,33,3,communicators
33,13.0,23.0,34,3,communicators
34,13.0,22.0,35,3,communicators
35,14.0,20.0,36,3,communicators
36,12.0,18.0,37,3,communicators
37,11.0,17.0,38,3,communicators
38,12.0,18.0,39,3,communicators
39,12.0,17.0,40,3,communicators
40,13.0,17.0,41,3,communicators
41,11.0,19.0,42,3,communicators
42,8.0,19.0,43,3,communicators
43,8.0,22.0,44,3,communicators
44,6.0,24.0,45,3,communicators
45,4.0,26.0,46,3,communicators
46,2.0,27.0,47,3,communicators
47,3.0,25.0,48,3,communicators
48,3.0,27.0,49,3,communicators
49,2.0,26.0,50,3,communicators
50,3.0,26.0,51,3,communicators
51,2.0,24.0,52,3,communicators
52,1.0,26.0,53,3,communicators
53,2.0,25.0,54,3,communicators
54,3.0,24.0,55,3,communicators
55,1.0,25.0,56,3,communicators
56,1.0,27.0,57,3,communicators
57,4.0,27.0,58,3,communicators
58,4.0,25.0,59,3,communicators
59,4.0,24.0,60,3,communicators
60,1.0,24.0,61,3,communicators
61,3.0,25.0,62,3,communicators
62,4.0,26.0,63,3,communicators
63,2.0,27.0,64,3,communicators
64,3.0,27.0,65,3,communicators
65,1.0,26.0,66,3,communicators
66,2.0,24.0,67,3,communicators
67,3.0,24.0,68,3,communicators
68,1.0,25.0,69,3,communicators
69,1.0,27.0,70,3,communicators
70,4.0,27.0,71,3,communicators
71,4.0,24.0,72,3,communicators
72,4.0,25.0,73,3,communicators
73,2.0,26.0,74,3,communicators
74,1.0,24.0,75,3,communicators
75,3.0,26.0,76,3,communicators
76,2.0,25.0,77,3,communicators
77,4.0,26.0,78,3,communicators
78,2.0,24.0,79,3,communicators
79,2.0,23.0,80,3,communicators
80,2.0,22.0,81,3,communicators
81,3.0,22.0,82,3,communicators
82,3.0,23.0,83,3,communicators
83,2.0,21.0,84,3,communicators
84,3.0,21.0,85,3,communicators
85,3.0,24.0,86,3,communicators
86,1.0,23.0,87,3,communicators
87,1.0,22.0,88,3,communicators
88,4.0,22.0,89,3,communicators
89,4.0,21.0,90,3,communicators
90,1.0,21.0,91,3,communicators
91,1.0,24.0,92,3,communicators
92,4.0,24.0,93,3,communicators
93,4.0,23.0,94,3,communicators
94,2.0,23.0,95,3,communicators
95,2.0,22.0,96,3,communicators
96,3.0,22.0,97,3,communicators
97,3.0,23.0,98,3,communicators
98,2.0,21.0,99,3,communicators
99,3.0,21.0,100,3,communicators
100,3.0,24.0,101,3,communicators
101,2.0,24.0,102,3,communicators
102,1.0,23.0,103,3,communicators
103,1.0,22.0,104,3,communicators
104,4.0,22.0,105,3,communicators
105,4.0,21.0,106,3,communicators
106,1.0,21.0,107,3,communicators
107,1.0,24.0,108,3,communicators
108,4.0,24.0,109,3,communicators
109,4.0,23.0,110,3,communicators
110,6.0,22.0,111,3,communicators
111,4.0,20.0,112,3,communicators
112,4.0,17.0,113,3,communicators
113,3.0,17.0,114,3,communicators
114,3.0,15.0,115,3,communicators
115,2.0,17.0,116,3,communicators
116,4.0,15.0,117,3,communicators
117,4.0,18.0,118,3,communicators
118,4.0,20.0,119,3,communicators
119,0.0,0.0,120,3,communicators
0,26.0,10.0,1,4,communicators
1,26.0,8.0,2,4,communicators
2,28.0,8.0,3,4,communicators
3,29.0,10.0,4,4,communicators
4,27.0,8.0,5,4,communicators
5,29.0,7.0,6,4,communicators
6,27.0,7.0,7,4,communicators
7,29.0,5.0,8,4,communicators
8,27.0,6.0,9,4,communicators
9,29.0,7.0,10,4,communicators
10,28.0,9.0,11,4,communicators
11,28.0,11.0,12,4,communicators
12,28.0,10.0,13,4,communicators
13,25.0,10.0,14,4,communicators
14,26.0,10.0,15,4,communicators
15,24.0,8.0,16,4,communicators
16,23.0,9.0,17,4,communicators
17,22.0,9.0,18,4,communicators
18,20.0,9.0,19,4,communicators
19,19.0,8.0,20,4,communicators
20,17.0,9.0,21,4,communicators
21,19.0,9.0,22,4,communicators
22,21.0,9.0,23,4,communicators
23,21.0,6.0,24,4,communicators
24,19.0,7.0,25,4,communicators
25,19.0,4.0,26,4,communicators
26,21.0,6.0,27,4,communicators
27,20.0,6.0,28,4,communicators
28,18.0,7.0,29,4,communicators
29,18.0,6.0,30,4,communicators
30,19.0,4.0,31,4,communicators
31,21.0,4.0,32,4,communicators
32,22.0,3.0,33,4,communicators
33,20.0,5.0,34,4,communicators
34,20.0,5.0,35,4,communicators
35,22.0,3.0,36,4,communicators
36,23.0,2.0,37,4,communicators
37,21.0,0.0,38,4,communicators
38,20.0,0.0,39,4,communicators
39,19.0,0.0,40,4,communicators
40,19.0,2.0,41,4,communicators
41,17.0,1.0,42,4,communicators
42,18.0,3.0,43,4,communicators
43,17.0,3.0,44,4,communicators
44,18.0,4.0,45,4,communicators
45,16.0,4.0,46,4,communicators
46,18.0,2.0,47,4,communicators
47,20.0,2.0,48,4,communicators
48,21.0,4.0,49,4,communicators
49,22.0,3.0,50,4,communicators
50,20.0,5.0,51,4,communicators
51,18.0,5.0,52,4,communicators
52,19.0,7.0,53,4,communicators
53,19.0,4.0,54,4,communicators
54,19.0,7.0,55,4,communicators
55,17.0,6.0,56,4,communicators
56,17.0,8.0,57,4,communicators
57,16.0,9.0,58,4,communicators
58,14.0,9.0,59,4,communicators
59,12.0,11.0,60,4,communicators
60,11.0,13.0,61,4,communicators
61,9.0,11.0,62,4,communicators
62,9.0,12.0,63,4,communicators
63,7.0,12.0,64,4,communicators
64,6.0,14.0,65,4,communicators
65,7.0,16.0,66,4,communicators
66,9.0,16.0,67,4,communicators
67,11.0,15.0,68,4,communicators
68,13.0,17.0,69,4,communicators
69,14.0,18.0,70,4,communicators
70,15.0,17.0,71,4,communicators
71,15.0,19.0,72,4,communicators
72,17.0,21.0,73,4,communicators
73,20.0,21.0,74,4,communicators
74,20.0,19.0,75,4,communicators
75,19.0,17.0,76,4,communicators
76,20.0,16.0,77,4,communicators
77,20.0,14.0,78,4,communicators
78,21.0,16.0,79,4,communicators
79,20.0,14.0,80,4,communicators
80,18.0,13.0,81,4,communicators
81,20.0,12.0,82,4,communicators
82,19.0,11.0,83,4,communicators
83,20.0,11.0,84,4,communicators
84,19.0,10.0,85,4,communicators
85,20.0,9.0,86,4,communicators
86,23.0,9.0,87,4,communicators
87,24.0,10.0,88,4,communicators
88,26.0,10.0,89,4,communicators
89,25.0,9.0,90,4,communicators
90,25.0,11.0,91,4,communicators
91,26.0,12.0,92,4,communicators
92,25.0,10.0,93,4,communicators
93,24.0,10.0,94,4,communicators
94,26.0,8.0,95,4,communicators
95,26.0,10.0,96,4,communicators
96,26.0,11.0,97,4,communicators
97,27.0,11.0,98,4,communicators
98,25.0,13.0,99,4,communicators
99,23.0,13.0,100,4,communicators
100,26.0,13.0,101,4,communicators
101,28.0,15.0,102,4,communicators
102,26.0,15.0,103,4,communicators
103,26.0,17.0,104,4,communicators
104,27.0,19.0,105,4,communicators
105,29.0,20.0,106,4,communicators
106,29.0,21.0,107,4,communicators
107,27.0,23.0,108,4,communicators
108,26.0,21.0,109,4,communicators
109,26.0,18.0,110,4,communicators
110,25.0,19.0,111,4,communicators
111,23.0,18.0,112,4,communicators
112,23.0,21.0,113,4,communicators
113,21.0,21.0,114,4,communicators
114,20.0,21.0,115,4,communicators
115,18.0,20.0,116,4,communicators
116,20.0,19.0,117,4,communicators
117,20.0,20.0,118,4,communicators
118,20.0,23.0,119,4,communicators
119,0.0,0.0,120,4,communicators
0,21.0,9.0,1,5,communicators
1,19.0,9.0,2,5,communicators
2,21.0,11.0,3,5,communicators
3,21.0,13.0,4,5,communicators
4,21.0,13.0,5,5,communicators
5,21.0,12.0,6,5,communicators
6,21.0,12.0,7,5,communicators
7,23.0,13.0,8,5,communicators
8,23.0,11.0,9,5,communicators
9,20.0,11.0,10,5,communicators
10,19.0,12.0,11,5,communicators
11,21.0,14.0,12,5,communicators
12,19.0,13.0,13,5,communicators
13,17.0,14.0,14,5,communicators
14,17.0,16.0,15,5,communicators
15,15.0,18.0,16,5,communicators
16,13.0,20.0,17,5,communicators
17,13.0,23.0,18,5,communicators
18,12.0,23.0,19,5,communicators
19,12.0,22.0,20,5,communicators
20,13.0,22.0,21,5,communicators
21,13.0,24.0,22,5,communicators
22,13.0,21.0,23,5,communicators
23,14.0,23.0,24,5,communicators
24,11.0,23.0,25,5,communicators
25,11.0,22.0,26,5,communicators
26,14.0,22.0,27,5,communicators
27,14.0,24.0,28,5,communicators
28,14.0,21.0,29,5,communicators
29,11.0,21.0,30,5,communicators
30,11.0,24.0,31,5,communicators
31,13.0,24.0,32,5,communicators
32,13.0,21.0,33,5,communicators
33,15.0,21.0,34,5,communicators
34,16.0,21.0,35,5,communicators
35,18.0,23.0,36,5,communicators
36,18.0,25.0,37,5,communicators
37,20.0,24.0,38,5,communicators
38,18.0,26.0,39,5,communicators
39,20.0,25.0,40,5,communicators
40,20.0,27.0,41,5,communicators
41,21.0,28.0,42,5,communicators
42,21.0,26.0,43,5,communicators
43,21.0,29.0,44,5,communicators
44,23.0,28.0,45,5,communicators
45,22.0,26.0,46,5,communicators
46,20.0,27.0,47,5,communicators
47,20.0,25.0,48,5,communicators
48,22.0,25.0,49,5,communicators
49,20.0,27.0,50,5,communicators
50,18.0,28.0,51,5,communicators
51,18.0,26.0,52,5,communicators
52,17.0,26.0,53,5,communicators
53,19.0,28.0,54,5,communicators
54,19.0,25.0,55,5,communicators
55,21.0,23.0,56,5,communicators
56,20.0,25.0,57,5,communicators
57,19.0,24.0,58,5,communicators
58,19.0,21.0,59,5,communicators
59,21.0,23.0,60,5,communicators
60,19.0,22.0,61,5,communicators
61,20.0,22.0,62,5,communicators
62,21.0,22.0,63,5,communicators
63,20.0,21.0,64,5,communicators
64,23.0,21.0,65,5,communicators
65,23.0,23.0,66,5,communicators
66,22.0,21.0,67,5,communicators
67,24.0,19.0,68,5,communicators
68,25.0,20.0,69,5,communicators
69,23.0,19.0,70,5,communicators
70,24.0,19.0,71,5,communicators
71,26.0,21.0,72,5,communicators
72,26.0,18.0,73,5,communicators
73,24.0,19.0,74,5,communicators
74,23.0,19.0,75,5,communicators
75,21.0,21.0,76,5,communicators
76,23.0,23.0,77,5,communicators
77,24.0,25.0,78,5,communicators
78,26.0,25.0,79,5,communicators
79,27.0,27.0,80,5,communicators
80,27.0,27.0,81,5,communicators
81,26.0,29.0,82,5,communicators
82,26.0,28.0,83,5,communicators
83,25.0,27.0,84,5,communicators
84,25.0,26.0,85,5,communicators
85,23.0,26.0,86,5,communicators
86,24.0,26.0,87,5,communicators
87,24.0,28.0,88,5,communicators
88,26.0,29.0,89,5,communicators
89,28.0,28.0,90,5,communicators
90,26.0,26.0,91,5,communicators
91,26.0,29.0,92,5,communicators
92,24.0,29.0,93,5,communicators
93,27.0,29.0,94,5,communicators
94,28.0,29.0,95,5,communicators
95,28.0,27.0,96,5,communicators
96,29.0,28.0,97,5,communicators
97,29.0,25.0,98,5,communicators
98,29.0,23.0,99,5,communicators
99,29.0,20.0,100,5,communicators
100,28.0,19.0,101,5,communicators
101,27.0,19.0,102,5,communicators
102,28.0,18.0,103,5,communicators
103,26.0,18.0,104,5,communicators
104,24.0,20.0,105,5,communicators
105,25.0,21.0,106,5,communicators
106,23.0,21.0,107,5,communicators
107,23.0,22.0,108,5,communicators
108,25.0,23.0,109,5,communicators
109,26.0,21.0,110,5,communicators
110,28.0,19.0,111,5,communicators
111,28.0,16.0,112,5,communicators
112,29.0,17.0,113,5,communicators
113,27.0,15.0,114,5,communicators
114,28.0,13.0,115,5,communicators
115,26.0,12.0,116,5,communicators
116,27.0,13.0,117,5,communicators
117,27.0,16.0,118,5,communicators
118,29.0,16.0,119,5,communicators
119,0.0,0.0,120,5,communicators
0,28.0,2.0,1,6,communicators
1,26.0,3.0,2,6,communicators
2,28.0,5.0,3,6,communicators
3,27.0,5.0,4,6,communicators
4,27.0,7.0,5,6,communicators
5,26.0,7.0,6,6,communicators
6,27.0,9.0,7,6,communicators
7,28.0,7.0,8,6,communicators
8,25.0,7.0,9,6,communicators
9,23.0,8.0,10,6,communicators
10,24.0,9.0,11,6,communicators
11,26.0,9.0,12,6,communicators
12,26.0,8.0,13,6,communicators
13,28.0,10.0,14,6,communicators
14,29.0,8.0,15,6,communicators
15,28.0,7.0,16,6,communicators
16,26.0,6.0,17,6,communicators
17,27.0,7.0,18,6,communicators
18,27.0,10.0,19,6,communicators
19,29.0,11.0,20,6,communicators
20,29.0,14.0,21,6,communicators
21,28.0,14.0,22,6,communicators
22,28.0,17.0,23,6,communicators
23,28.0,16.0,24,6,communicators
24,27.0,17.0,25,6,communicators
25,27.0,15.0,26,6,communicators
26,27.0,13.0,27,6,communicators
27,27.0,14.0,28,6,communicators
28,29.0,12.0,29,6,communicators
29,29.0,13.0,30,6,communicators
30,29.0,15.0,31,6,communicators
31,29.0,16.0,32,6,communicators
32,29.0,16.0,33,6,communicators
33,27.0,18.0,34,6,communicators
34,28.0,17.0,35,6,communicators
35,28.0,20.0,36,6,communicators
36,26.0,19.0,37,6,communicators
37,25.0,21.0,38,6,communicators
38,23.0,19.0,39,6,communicators
39,23.0,18.0,40,6,communicators
40,23.0,18.0,41,6,communicators
41,25.0,19.0,42,6,communicators
42,27.0,17.0,43,6,communicators
43,27.0,20.0,44,6,communicators
44,26.0,20.0,45,6,communicators
45,25.0,21.0,46,6,communicators
46,27.0,21.0,47,6,communicators
47,25.0,23.0,48,6,communicators
48,28.0,23.0,49,6,communicators
49,29.0,25.0,50,6,communicators
50,28.0,26.0,51,6,communicators
51,28.0,24.0,52,6,communicators
52,27.0,26.0,53,6,communicators
53,29.0,27.0,54,6,communicators
54,27.0,28.0,55,6,communicators
55,28.0,26.0,56,6,communicators
56,27.0,28.0,57,6,communicators
57,28.0,26.0,58,6,communicators
58,29.0,25.0,59,6,communicators
59,28.0,25.0,60,6,communicators
60,27.0,27.0,61,6,communicators
61,28.0,26.0,62,6,communicators
62,26.0,25.0,63,6,communicators
63,27.0,25.0,64,6,communicators
64,26.0,23.0,65,6,communicators
65,27.0,24.0,66,6,communicators
66,29.0,22.0,67,6,communicators
67,29.0,19.0,68,6,communicators
68,29.0,18.0,69,6,communicators
69,29.0,16.0,70,6,communicators
70,28.0,15.0,71,6,communicators
71,28.0,14.0,72,6,communicators
72,26.0,13.0,73,6,communicators
73,25.0,12.0,74,6,communicators
74,24.0,10.0,75,6,communicators
75,26.0,9.0,76,6,communicators
76,25.0,11.0,77,6,communicators
77,27.0,9.0,78,6,communicators
78,25.0,10.0,79,6,communicators
79,24.0,10.0,80,6,communicators
80,21.0,10.0,81,6,communicators
81,23.0,11.0,82,6,communicators
82,22.0,13.0,83,6,communicators
83,20.0,14.0,84,6,communicators
84,18.0,16.0,85,6,communicators
85,20.0,15.0,86,6,communicators
86,22.0,17.0,87,6,communicators
87,20.0,18.0,88,6,communicators
88,21.0,19.0,89,6,communicators
89,23.0,19.0,90,6,communicators
90,22.0,20.0,91,6,communicators
91,24.0,21.0,92,6,communicators
92,22.0,19.0,93,6,communicators
93,24.0,21.0,94,6,communicators
94,26.0,19.0,95,6,communicators
95,26.0,19.0,96,6,communicators
96,25.0,20.0,97,6,communicators
97,25.0,18.0,98,6,communicators
98,25.0,15.0,99,6,communicators
99,23.0,14.0,100,6,communicators
100,23.0,11.0,101,6,communicators
101,21.0,10.0,102,6,communicators
102,23.0,10.0,103,6,communicators
103,24.0,9.0,104,6,communicators
104,21.0,9.0,105,6,communicators
105,20.0,8.0,106,6,communicators
106,20.0,9.0,107,6,communicators
107,20.0,6.0,108,6,communicators
108,21.0,6.0,109,6,communicators
109,20.0,5.0,110,6,communicators
110,21.0,6.0,111,6,communicators
111,22.0,7.0,112,6,communicators
112,20.0,6.0,113,6,communicators
113,18.0,5.0,114,6,communicators
114,19.0,7.0,115,6,communicators
115,19.0,5.0,116,6,communicators
116,20.0,6.0,117,6,communicators
117,21.0,4.0,118,6,communicators
118,20.0,4.0,119,6,communicators
119,0.0,0.0,120,6,communicators
0,25.0,29.0,1,7,communicators
1,26.0,28.0,2,7,communicators
2,27.0,29.0,3,7,communicators
3,26.0,29.0,4,7,communicators
4,23.0,29.0,5,7,communicators
5,25.0,29.0,6,7,communicators
6,22.0,29.0,7,7,communicators
7,23.0,27.0,8,7,communicators
8,25.0,25.0,9,7,communicators
9,23.0,26.0,10,7,communicators
10,25.0,24.0,11,7,communicators
11,26.0,24.0,12,7,communicators
12,25.0,24.0,13,7,communicators
13,25.0,26.0,14,7,communicators
14,24.0,28.0,15,7,communicators
15,24.0,29.0,16,7,communicators
16,23.0,27.0,17,7,communicators
17,23.0,28.0,18,7,communicators
18,25.0,26.0,19,7,communicators
19,23.0,25.0,20,7,communicators
20,21.0,25.0,21,7,communicators
21,19.0,24.0,22,7,communicators
22,16.0,24.0,23,7,communicators
23,14.0,23.0,24,7,communicators
24,11.0,23.0,25,7,communicators
25,11.0,22.0,26,7,communicators
26,14.0,22.0,27,7,communicators
27,14.0,24.0,28,7,communicators
28,14.0,21.0,29,7,communicators
29,11.0,21.0,30,7,communicators
30,11.0,24.0,31,7,communicators
31,13.0,24.0,32,7,communicators
32,13.0,21.0,33,7,communicators
33,11.0,22.0,34,7,communicators
34,13.0,20.0,35,7,communicators
35,11.0,19.0,36,7,communicators
36,12.0,21.0,37,7,communicators
37,14.0,21.0,38,7,communicators
38,16.0,19.0,39,7,communicators
39,18.0,18.0,40,7,communicators
40,16.0,16.0,41,7,communicators
41,13.0,16.0,42,7,communicators
42,15.0,18.0,43,7,communicators
43,13.0,16.0,44,7,communicators
44,16.0,16.0,45,7,communicators
45,15.0,16.0,46,7,communicators
46,14.0,14.0,47,7,communicators
47,17.0,14.0,48,7,communicators
48,15.0,15.0,49,7,communicators
49,17.0,17.0,50,7,communicators
50,16.0,16.0,51,7,communicators
51,16.0,15.0,52,7,communicators
52,16.0,17.0,53,7,communicators
53,14.0,19.0,54,7,communicators
54,12.0,18.0,55,7,communicators
55,14.0,17.0,56,7,communicators
